user_id,group,load_speed,converted,purchase_amount
120,Control,1.518059685,0,0
121,Test,4.554992319,0,0
122,Control,4.822605993,0,0
123,Test,4.448510469,0,0
124,Control,4.238064299,0,0
125,Control,3.620967923,0,0
126,Test,3.203429482,0,0
127,Test,1.34794704,0,0
128,Control,2.633812852,0,0
129,Test,2.490754068,1,76.02
130,Test,2.039015135,1,75.95
131,Test,3.893680455,1,70.52
132,Control,2.98350294,0,0
133,Control,1.324184864,1,87
134,Control,1.880732808,0,0
135,Control,3.733035055,0,0
136,Control,1.304523438,0,0
137,Control,4.404827656,0,0
138,Control,2.980586108,0,0
139,Control,2.922346309,0,0
140,Control,3.369631139,0,0
141,Test,4.298723864,0,0
142,Control,2.391236832,1,79.93
143,Test,3.71206461,0,0
144,Test,3.262927856,0,0
145,Test,2.068113081,0,0
146,Control,4.514519945,0,0
147,Control,4.189704086,1,55.06
148,Control,3.633807339,0,0
149,Control,4.402326916,0,0
150,Test,4.469176804,0,0
151,Control,3.833451907,0,0
152,Control,4.348053313,0,0
153,Control,3.789885847,0,0
154,Control,3.720563087,0,0
155,Control,3.474445513,0,0
156,Test,4.010866558,0,0
157,Control,1.634420421,1,85.47
158,Test,4.523483037,0,0
159,Control,4.487374111,0,0
160,Test,1.116989132,0,0
161,Control,4.303267002,0,0
162,Control,1.51547947,0,0
163,Test,2.340475417,0,0
164,Test,3.974033025,0,0
165,Test,1.643039584,0,0
166,Control,4.271868096,0,0
167,Test,4.328536712,1,58.27
168,Control,3.029870935,0,0
169,Control,1.025543487,0,0
170,Test,2.148152533,0,0
171,Test,3.467707674,0,0
172,Control,4.924744712,0,0
173,Control,3.527254108,0,0
174,Test,2.039214324,0,0
175,Test,3.536022812,0,0
176,Test,3.159941519,0,0
177,Control,4.119381581,0,0
178,Control,1.427922555,1,76.27
179,Control,4.04411161,0,0
180,Control,3.165066315,0,0
181,Control,4.851968015,0,0
182,Control,2.367488664,0,0
183,Test,3.530487573,0,0
184,Control,4.728112422,0,0
185,Control,1.410038912,0,0
186,Control,4.748913949,0,0
187,Test,3.751542889,0,0
188,Control,1.271348236,0,0
189,Control,2.203854268,0,0
190,Test,3.832688355,0,0
191,Control,1.269402406,0,0
192,Control,3.328681841,1,76.79
193,Control,2.383532228,1,82.62
194,Control,3.483662071,0,0
195,Control,1.182968135,0,0
196,Test,4.486147225,0,0
197,Test,4.893955877,1,49.07
198,Test,4.875511421,1,45.73
199,Control,3.998607327,0,0
200,Control,1.520344961,0,0
201,Control,4.033052784,0,0
202,Test,1.098347666,0,0
203,Control,1.088494206,0,0
204,Control,2.294440877,0,0
205,Test,2.954572762,0,0
206,Control,4.081629671,0,0
207,Test,3.733181506,1,64.41
208,Test,2.783610826,0,0
209,Test,2.094506665,0,0
210,Control,4.988498001,0,0
211,Control,2.704725209,0,0
212,Control,2.805548097,0,0
213,Control,1.654495285,0,0
214,Control,4.179238195,0,0
215,Control,3.774728903,0,0
216,Control,1.883078451,0,0
217,Test,1.329524182,0,0
218,Control,3.721997208,0,0
219,Test,3.618044857,0,0
220,Control,2.093038108,0,0
221,Control,4.803454249,0,0
222,Control,1.604231567,0,0
223,Test,2.729339204,0,0
224,Test,4.774463681,0,0
225,Test,2.678909268,0,0
226,Test,3.554103791,1,64.89
227,Control,2.590377592,0,0
228,Test,2.096860809,0,0
229,Control,4.935910592,0,0
230,Control,2.637336025,0,0
231,Test,4.576396815,0,0
232,Test,1.919818424,0,0
233,Test,1.852418816,0,0
234,Test,1.124536332,0,0
235,Test,3.606667302,0,0
236,Test,2.474105375,0,0
237,Test,4.457432999,0,0
238,Test,2.892839627,1,72.85
239,Control,4.872773712,0,0
240,Test,1.742102063,0,0
241,Test,4.474492672,0,0
242,Control,4.106387411,0,0
243,Test,4.083687379,0,0
244,Control,4.379132912,0,0
245,Control,4.044095964,0,0
246,Test,3.504881287,0,0
247,Control,1.524979511,0,0
248,Control,1.130104718,0,0
249,Control,4.683391391,0,0
250,Control,3.466601258,0,0
251,Test,4.186149164,0,0
252,Control,2.926089406,0,0
253,Test,1.469232756,0,0
254,Control,1.500743169,0,0
255,Control,3.742261149,0,0
256,Control,2.72122358,0,0
257,Control,1.802098907,0,0
258,Test,2.966378187,0,0
259,Test,1.256835748,0,0
260,Control,3.327885608,1,67.68
261,Control,2.075973618,0,0
262,Test,4.190236403,0,0
263,Control,2.241447836,0,0
264,Control,2.820880596,0,0
265,Control,1.04648216,0,0
266,Test,1.289787551,0,0
267,Test,2.569974226,0,0
268,Test,2.919755339,0,0
269,Control,3.400082192,0,0
270,Control,2.166650315,0,0
271,Test,3.779927545,0,0
272,Test,4.440489589,0,0
273,Test,4.119403956,0,0
274,Test,1.158475301,0,0
275,Control,2.922027789,0,0
276,Test,1.419720714,1,88.33
277,Control,1.968180063,0,0
278,Test,4.946650373,0,0
279,Control,1.569982172,0,0
280,Test,2.995552614,0,0
281,Test,3.472622937,0,0
282,Test,3.809859882,0,0
283,Test,3.238594734,1,74.85
284,Control,1.03908339,1,92.45
285,Test,2.305845233,0,0
286,Control,3.070846574,0,0
287,Control,1.351465997,0,0
288,Control,2.402507725,0,0
289,Control,1.132812435,1,83.42
290,Test,1.314313989,0,0
291,Control,2.587693105,0,0
292,Control,1.530863016,0,0
293,Control,3.270163393,0,0
294,Test,3.757859877,0,0
295,Test,4.202346796,1,64.79
296,Test,1.800600977,0,0
297,Test,1.669930329,0,0
298,Control,1.418271361,0,0
299,Control,3.545720998,0,0
300,Test,3.825902906,1,69.94
301,Control,1.126344579,0,0
302,Control,4.744848985,1,68.31
303,Control,1.207885135,0,0
304,Test,3.165185341,0,0
305,Test,3.836242078,0,0
306,Control,4.483876495,0,0
307,Test,3.856347729,0,0
308,Test,4.206912332,0,0
309,Test,2.35780077,0,0
310,Test,4.259300455,0,0
311,Test,1.320459386,0,0
312,Control,4.579266624,0,0
313,Test,3.190369505,0,0
314,Control,4.26919108,0,0
315,Control,2.809273138,0,0
316,Test,3.574310781,0,0
317,Control,3.105610644,0,0
318,Control,3.926358087,0,0
319,Control,1.326519928,0,0
320,Test,1.241408336,0,0
321,Test,1.988412936,0,0
322,Control,1.63817872,0,0
323,Test,4.487134266,0,0
324,Test,1.876855949,0,0
325,Test,4.903461023,0,0
326,Test,2.347583167,0,0
327,Control,1.728471663,0,0
328,Control,4.158794029,0,0
329,Test,3.634831102,0,0
330,Test,2.992782866,0,0
331,Control,3.221454204,0,0
332,Control,3.876807113,0,0
333,Test,1.913818965,0,0
334,Control,4.985335664,0,0
335,Test,4.899172649,1,45.39
336,Test,3.601302745,0,0
337,Control,1.798169804,1,83.23
338,Control,3.72091297,0,0
339,Test,1.288793636,0,0
340,Test,1.122610009,0,0
341,Control,2.030731554,1,69.28
342,Test,2.850491827,0,0
343,Control,4.473090022,0,0
344,Test,3.908676279,0,0
345,Control,3.970826085,0,0
346,Control,2.701973338,0,0
347,Control,2.38373997,0,0
348,Test,2.484155052,0,0
349,Test,4.950598255,0,0
350,Control,1.160436766,0,0
351,Test,4.468125984,0,0
352,Control,3.314701634,0,0
353,Control,2.754461677,1,75.22
354,Test,3.901030642,0,0
355,Test,2.946675766,0,0
356,Control,4.493692952,0,0
357,Test,4.602807456,0,0
358,Test,2.686883707,0,0
359,Control,2.107311189,0,0
360,Control,3.369401314,0,0
361,Test,4.649453382,0,0
362,Control,1.842648756,0,0
363,Control,3.491866334,0,0
364,Test,3.52624088,0,0
365,Control,3.93245209,1,57.93
366,Control,1.526270741,0,0
367,Test,3.863299859,0,0
368,Test,4.636130083,0,0
369,Control,1.718732435,0,0
370,Control,1.9501733,0,0
371,Test,4.885580376,0,0
372,Test,1.723907811,0,0
373,Test,4.417540373,0,0
374,Test,2.969111426,0,0
375,Control,1.988924298,0,0
376,Test,4.482999605,0,0
377,Test,2.78122102,0,0
378,Control,3.059269416,0,0
379,Test,2.436933478,0,0
380,Control,3.371803406,0,0
381,Test,1.65409549,0,0
382,Test,2.564326147,0,0
383,Test,4.877649289,0,0
384,Control,2.032533731,0,0
385,Control,3.626946658,0,0
386,Test,2.300760257,1,86.61
387,Control,4.093892503,0,0
388,Control,1.523494643,0,0
389,Control,4.87928418,0,0
390,Control,2.815158166,0,0
391,Control,1.944201853,0,0
392,Control,1.293986989,1,83.19
393,Test,1.67903162,1,74.76
394,Test,3.079095794,0,0
395,Control,2.348012706,1,74.16
396,Test,4.315533464,1,46.97
397,Test,2.723550095,1,76.52
398,Test,1.99485709,1,69.73
399,Test,3.468579946,0,0
400,Control,3.827108868,0,0
401,Test,1.668167632,0,0
402,Test,1.670476865,0,0
403,Control,1.146685708,1,88.68
404,Control,3.94560806,0,0
405,Test,3.65521811,0,0
406,Test,2.898523503,1,60.63
407,Test,4.376681796,1,54.63
408,Test,4.222680612,1,65.99
409,Test,3.341417458,0,0
410,Test,4.473085122,0,0
411,Control,1.82336484,0,0
412,Test,1.447678478,0,0
413,Test,2.078998446,0,0
414,Control,1.228347424,0,0
415,Control,3.124678112,0,0
416,Control,4.746422769,0,0
417,Control,1.157374163,0,0
418,Test,1.488439656,0,0
419,Test,2.808796113,0,0
420,Test,4.73550007,0,0
421,Test,2.26462442,0,0
422,Test,3.028939235,0,0
423,Test,1.166291436,0,0
424,Control,1.593372804,0,0
425,Test,4.946520492,1,52.34
426,Control,4.860474786,0,0
427,Control,1.019759924,0,0
428,Test,4.807247142,0,0
429,Control,3.556479751,0,0
430,Test,4.471673178,0,0
431,Control,2.818959423,0,0
432,Test,3.062384114,1,65.06
433,Control,2.955386321,0,0
434,Test,3.66745703,0,0
435,Test,1.558605019,0,0
436,Test,1.119894359,0,0
437,Test,2.231719766,0,0
438,Test,3.818723051,0,0
439,Control,1.807413808,1,81.77
440,Control,3.693729733,1,63.15
441,Control,4.879648184,0,0
442,Test,1.375602863,0,0
443,Control,3.690408473,0,0
444,Test,2.775000877,1,74.61
445,Test,4.472569018,1,48.44
446,Control,1.708599158,0,0
447,Control,3.770503809,0,0
448,Test,4.352461159,0,0
449,Control,4.778456878,0,0
450,Test,3.732992113,0,0
451,Test,2.988699056,0,0
452,Test,3.471388961,0,0
453,Test,4.475619938,0,0
454,Test,3.282438987,0,0
455,Control,1.121548239,1,91.75
456,Control,4.723794782,0,0
457,Test,3.758107004,0,0
458,Test,3.706053543,0,0
459,Control,1.86270061,0,0
460,Control,3.635541881,0,0
461,Test,2.575457623,0,0
462,Control,3.604931908,0,0
463,Test,1.426372121,0,0
464,Control,3.631381218,0,0
465,Test,4.997654903,0,0
466,Control,1.192848155,0,0
467,Test,4.908696737,0,0
468,Control,2.627631843,0,0
469,Control,4.483013801,0,0
470,Test,4.129541936,0,0
471,Control,3.268065044,0,0
472,Test,3.953796837,0,0
473,Control,4.514062245,0,0
474,Test,2.616561287,0,0
475,Control,2.308132646,0,0
476,Test,3.670373542,1,49.77
477,Control,4.231383768,1,54.54
478,Test,4.049140539,0,0
479,Control,4.191254595,0,0
480,Test,2.742333259,0,0
481,Test,4.271336865,0,0
482,Test,1.480836221,0,0
483,Control,3.177956392,0,0
484,Test,1.023034642,1,87.33
485,Control,2.29834332,0,0
486,Test,2.465846139,0,0
487,Control,2.584690766,0,0
488,Test,3.781868827,0,0
489,Control,2.554232405,0,0
490,Control,2.79477449,0,0
491,Test,1.950176523,0,0
492,Control,2.493007167,0,0
493,Control,1.909078509,1,84.08
494,Test,1.292783695,1,87.19
495,Control,3.413794374,0,0
496,Control,3.672851194,0,0
497,Control,3.477961384,0,0
498,Test,2.853976175,1,64.43
499,Control,2.519143121,0,0
500,Test,4.453334598,0,0
501,Control,3.076327141,0,0
502,Control,2.916727511,0,0
503,Control,1.102568263,1,84.05
504,Test,2.364991311,0,0
505,Control,2.520782475,1,75.79
506,Control,2.595291124,0,0
507,Test,3.320689477,1,66.4
508,Control,3.134410187,0,0
509,Test,3.431620371,1,62.79
510,Test,4.059533046,0,0
511,Control,4.251942955,0,0
512,Test,3.872492305,0,0
513,Control,4.822094784,1,49.37
514,Test,1.072930331,1,92.75
515,Test,1.783111943,1,79.58
516,Control,1.0302515,1,89.26
517,Test,3.589898857,0,0
518,Test,4.592122196,0,0
519,Test,1.973929186,0,0
520,Test,4.708138179,0,0
521,Test,1.241069561,0,0
522,Control,4.737744107,0,0
523,Test,2.406490749,0,0
524,Control,1.405683314,0,0
525,Test,2.943487037,0,0
526,Control,2.027106271,0,0
527,Control,2.139491608,1,89.45
528,Test,2.22915986,0,0
529,Test,4.212103591,1,50.76
530,Test,3.156645107,0,0
531,Control,2.245230797,0,0
532,Test,3.441335133,0,0
533,Control,3.864602697,0,0
534,Control,2.090496003,0,0
535,Control,2.654196406,0,0
536,Test,1.487544373,0,0
537,Test,1.724597398,0,0
538,Control,3.724471416,0,0
539,Control,1.725753391,0,0
540,Test,3.100653535,0,0
541,Control,3.836185047,0,0
542,Test,1.427507692,1,76.47
543,Control,3.269248879,0,0
544,Test,2.026251135,0,0
545,Control,4.851707501,0,0
546,Test,2.934182587,0,0
547,Control,4.223970199,0,0
548,Test,3.200906169,0,0
549,Test,1.173650131,0,0
550,Control,3.532605502,0,0
551,Control,4.805613369,0,0
552,Test,3.406447281,0,0
553,Control,4.276755438,0,0
554,Test,4.536825853,0,0
555,Control,1.912319088,0,0
556,Test,1.84817936,0,0
557,Test,3.443923955,0,0
558,Test,2.644113879,0,0
559,Test,4.359445211,0,0
560,Test,4.600092494,0,0
561,Test,2.413685517,0,0
562,Control,1.947482236,0,0
563,Control,4.122102061,0,0
564,Control,2.099224142,0,0
565,Test,4.290457274,0,0
566,Test,2.694953015,0,0
567,Test,3.670199597,0,0
568,Test,1.382141255,0,0
569,Control,3.495437299,0,0
570,Control,2.807070715,0,0
571,Test,3.346433853,0,0
572,Control,1.672056831,0,0
573,Control,3.94749498,0,0
574,Test,4.45118831,1,59.41
575,Control,1.8669592,1,77.94
576,Test,1.382858222,0,0
577,Control,1.094554344,0,0
578,Test,3.567886002,0,0
579,Test,3.428376144,0,0
580,Test,3.186789651,0,0
581,Test,1.927788384,0,0
582,Control,2.563623984,0,0
583,Test,3.377905341,0,0
584,Test,2.987067435,1,68.54
585,Test,4.951142081,0,0
586,Control,1.54575901,0,0
587,Test,3.780578216,0,0
588,Control,2.617275072,0,0
589,Test,2.71279846,0,0
590,Control,3.870391063,0,0
591,Control,3.769744605,1,58.4
592,Test,4.965023975,0,0
593,Control,1.513577158,0,0
594,Test,1.416438598,0,0
595,Test,3.897355269,0,0
596,Test,3.313547668,0,0
597,Control,2.096642666,0,0
598,Control,1.317677476,0,0
599,Test,1.342632998,0,0
600,Test,4.576763499,0,0
601,Control,1.767469299,0,0
602,Test,2.293486248,0,0
603,Test,1.906625609,0,0
604,Test,2.419985223,0,0
605,Control,1.277695371,0,0
606,Control,3.076239164,0,0
607,Control,1.270450254,0,0
608,Test,4.201426031,0,0
609,Test,1.934848328,1,79.35
610,Test,3.160047658,1,76.39
611,Control,4.52031635,0,0
612,Test,3.603509476,0,0
613,Test,3.131831146,0,0
614,Test,2.297335012,0,0
615,Test,2.332007652,0,0
616,Control,3.677947821,0,0
617,Control,4.976557445,0,0
618,Test,3.647356759,1,67.54
619,Control,3.231133669,0,0
620,Control,3.922602041,0,0
621,Test,2.860822449,0,0
622,Test,1.24056937,0,0
623,Control,3.249187264,0,0
624,Test,4.830501138,1,56.01
625,Control,1.701211769,0,0
626,Test,3.760019563,0,0
627,Control,1.803734755,0,0
628,Test,3.143310738,1,61.49
629,Control,1.386705799,0,0
630,Control,2.801483745,0,0
631,Control,4.024653316,0,0
632,Test,2.390286097,0,0
633,Control,3.659646898,0,0
634,Control,4.181799843,0,0
635,Test,4.708711278,0,0
636,Test,1.938568327,0,0
637,Control,2.597263663,1,68.27
638,Control,1.609664053,0,0
639,Test,4.969934009,0,0
640,Test,4.708003872,0,0
641,Test,3.159828521,0,0
642,Test,4.368133178,1,42.12
643,Test,3.083831909,0,0
644,Control,3.494342752,0,0
645,Test,1.356497728,0,0
646,Control,4.021081682,0,0
647,Control,1.510853935,0,0
648,Control,4.304270521,0,0
649,Test,4.128112351,0,0
650,Control,3.834978791,1,57.6
651,Control,1.144641522,0,0
652,Test,2.212513424,0,0
653,Control,2.05245028,0,0
654,Control,2.44054563,0,0
655,Test,1.350570987,0,0
656,Control,4.747831292,0,0
657,Control,3.215208963,0,0
658,Control,2.222097243,0,0
659,Test,2.587926068,0,0
660,Test,2.788810162,1,76.9
661,Test,3.402377333,0,0
662,Control,3.062717711,0,0
663,Control,4.677567893,0,0
664,Test,2.987853932,0,0
665,Control,4.968632059,0,0
666,Control,4.405699831,0,0
667,Test,1.834042057,1,84.24
668,Test,4.722380859,0,0
669,Control,1.465465592,0,0
670,Control,4.269798834,0,0
671,Control,2.522493174,0,0
672,Test,4.511897282,0,0
673,Test,4.47222676,0,0
674,Test,4.2237016,0,0
675,Test,4.160121745,0,0
676,Control,2.218716556,0,0
677,Test,1.323677132,0,0
678,Test,2.611920715,0,0
679,Test,1.69409806,1,81.95
680,Test,3.779804356,0,0
681,Test,2.384398906,0,0
682,Control,4.902440803,0,0
683,Control,3.563888309,0,0
684,Test,4.289922255,0,0
685,Control,1.530098691,0,0
686,Test,4.448057929,0,0
687,Test,4.691028762,1,52.98
688,Control,2.948247675,0,0
689,Control,3.425011751,0,0
690,Test,4.059239204,0,0
691,Test,1.699354509,1,79.56
692,Test,3.010264306,0,0
693,Control,2.594652111,0,0
694,Test,1.585495969,0,0
695,Test,2.470137689,0,0
696,Test,1.272689238,0,0
697,Control,1.103247628,1,89.99
698,Test,1.540665157,0,0
699,Test,4.852460446,1,55.3
700,Control,3.198118144,0,0
701,Test,4.863288645,0,0
702,Test,2.729991513,0,0
703,Control,2.247264532,0,0
704,Test,3.024567451,1,61.67
705,Control,2.758046755,1,73.92
706,Control,1.422658737,1,90.44
707,Test,3.563305259,0,0
708,Test,1.86415273,0,0
709,Test,3.47835182,0,0
710,Test,3.60080437,1,61.92
711,Control,1.608099413,0,0
712,Test,1.245398508,0,0
713,Control,4.123046344,0,0
714,Test,2.839201695,0,0
715,Test,1.232655182,1,91.18
716,Test,4.979465269,0,0
717,Control,1.231122244,0,0
718,Test,3.780140915,0,0
719,Test,4.934715701,0,0
720,Test,1.956720417,0,0
721,Test,1.568997475,0,0
722,Control,1.485539758,0,0
723,Test,2.21310059,1,91.94
724,Control,1.404183244,0,0
725,Control,3.768645367,0,0
726,Control,1.249167193,1,86.99
727,Control,3.037688513,0,0
728,Control,4.986787415,0,0
729,Control,4.255881078,0,0
730,Test,3.460877753,0,0
731,Control,2.225014483,0,0
732,Control,3.495583345,1,67.01
733,Control,3.108165856,0,0
734,Test,2.704333536,0,0
735,Test,1.522841507,0,0
736,Control,4.546416861,0,0
737,Test,2.799138595,0,0
738,Control,1.778490047,0,0
739,Control,2.471037404,0,0
740,Test,2.65651901,0,0
741,Control,4.310151582,1,53.21
742,Test,3.934457522,1,61.56
743,Test,4.077219575,0,0
744,Control,1.044125058,0,0
745,Control,2.664615993,0,0
746,Test,2.925376607,0,0
747,Control,1.076769107,0,0
748,Control,2.039252835,0,0
749,Control,4.041159292,0,0
750,Test,1.548438823,1,86.82
751,Test,3.141240526,1,69.56
752,Control,1.860807488,1,76.29
753,Test,1.048483099,0,0
754,Test,1.96480583,0,0
755,Test,4.90349502,0,0
756,Test,4.206148448,0,0
757,Test,4.838306577,0,0
758,Control,2.951416176,0,0
759,Control,1.438944795,0,0
760,Control,3.191837956,0,0
761,Test,2.817509338,0,0
762,Test,4.377428331,0,0
763,Control,1.392330323,0,0
764,Test,2.952964548,0,0
765,Control,1.600194659,0,0
766,Control,2.298703708,0,0
767,Control,3.94942831,0,0
768,Test,2.904072517,0,0
769,Test,2.503553141,0,0
770,Control,2.577905114,0,0
771,Control,2.837787074,0,0
772,Control,4.140066175,1,59.63
773,Control,4.568338756,0,0
774,Test,4.821338746,0,0
775,Test,4.147613545,0,0
776,Control,2.261627583,1,84.69
777,Control,3.752538824,0,0
778,Test,2.750412496,0,0
779,Test,2.018682488,0,0
780,Control,4.363486318,1,58.61
781,Control,1.153705396,0,0
782,Control,4.607047969,0,0
783,Test,2.845909858,0,0
784,Test,3.548805907,1,69.32
785,Test,3.637415689,1,62.44
786,Control,4.580470963,0,0
787,Control,3.546678729,0,0
788,Test,3.455734339,0,0
789,Test,1.266608162,0,0
790,Control,3.073632088,1,73.01
791,Test,1.600676003,0,0
792,Test,3.949735075,0,0
793,Control,3.048887683,0,0
794,Test,3.720911117,0,0
795,Control,1.166691602,0,0
796,Control,1.339168064,0,0
797,Control,3.865293552,0,0
798,Control,1.288337344,0,0
799,Control,1.285026911,0,0
800,Control,1.048433901,0,0
801,Control,4.826005593,0,0
802,Test,3.950033438,1,61.9
803,Control,2.413005634,0,0
804,Control,2.186142325,1,73.38
805,Test,2.398812919,0,0
806,Test,4.098614125,1,60.61
807,Test,3.645482444,0,0
808,Control,1.740782271,0,0
809,Test,1.696437341,0,0
810,Control,1.393582599,0,0
811,Control,3.641210879,0,0
812,Control,4.057490649,0,0
813,Control,2.060185713,0,0
814,Test,1.083779844,0,0
815,Test,1.32868667,0,0
816,Control,4.871440139,0,0
817,Control,2.18177911,0,0
818,Control,4.076892591,0,0
819,Test,3.498654275,1,60.05
820,Control,2.527758559,0,0
821,Control,1.822749049,0,0
822,Test,1.485545673,0,0
823,Test,3.460051872,1,62.24
824,Control,4.098535123,0,0
825,Test,3.575617014,0,0
826,Test,3.121208533,0,0
827,Control,1.167804894,0,0
828,Test,4.87395511,0,0
829,Control,4.194856767,0,0
830,Test,2.171288147,0,0
831,Control,4.919881317,0,0
832,Control,3.407526359,0,0
833,Control,3.329690633,0,0
834,Test,3.992292718,0,0
835,Control,4.247079152,0,0
836,Test,3.625914429,0,0
837,Control,1.512382985,1,85.82
838,Control,2.353070024,0,0
839,Test,4.712334561,1,54.36
840,Control,1.898462447,0,0
841,Control,2.488668095,0,0
842,Test,2.728307532,0,0
843,Control,2.757619959,0,0
844,Control,3.45175833,0,0
845,Control,4.772303351,0,0
846,Control,1.962770847,0,0
847,Test,1.486005505,1,79.19
848,Test,1.789881959,0,0
849,Control,4.547699601,0,0
850,Test,3.583243251,0,0
851,Control,2.143627157,0,0
852,Test,4.263787756,0,0
853,Control,4.445479985,0,0
854,Control,4.386057355,1,61.41
855,Control,4.675706135,0,0
856,Control,2.008964081,0,0
857,Control,4.020167715,0,0
858,Control,2.842157989,0,0
859,Test,4.367994212,0,0
860,Control,3.913962709,0,0
861,Test,4.105789786,1,61.8
862,Control,3.624647351,0,0
863,Test,1.709715078,0,0
864,Test,3.180107676,0,0
865,Test,4.938678958,0,0
866,Control,4.749552266,0,0
867,Control,1.172694943,0,0
868,Test,1.659259263,0,0
869,Control,1.526915094,0,0
870,Test,3.90391964,0,0
871,Control,4.271141319,0,0
872,Test,1.854045465,0,0
873,Test,3.023410772,0,0
874,Control,4.362812112,0,0
875,Test,3.931206179,0,0
876,Control,3.168948822,0,0
877,Test,3.361390762,0,0
878,Test,3.033442188,1,66.14
879,Control,2.190193805,0,0
880,Control,3.260087971,0,0
881,Control,3.755541208,0,0
882,Test,4.493291663,0,0
883,Control,3.545165416,1,56.86
884,Test,4.044486148,0,0
885,Test,1.64028654,1,82.87
886,Control,2.846229898,1,69.31
887,Control,1.037326479,1,90.19
888,Test,1.986715458,0,0
889,Test,3.90584686,0,0
890,Control,4.967239805,0,0
891,Control,1.396712398,0,0
892,Control,2.605977263,0,0
893,Control,4.200283875,0,0
894,Control,1.816142539,0,0
895,Test,3.220339797,0,0
896,Test,3.932285184,1,58.86
897,Test,3.463941801,0,0
898,Test,1.752098938,1,72.44
899,Control,2.421538275,0,0
900,Control,4.135167138,0,0
901,Control,3.216906057,0,0
902,Test,1.020918454,0,0
903,Test,4.04396304,1,57.62
904,Control,1.14124542,0,0
905,Control,3.982935131,0,0
906,Test,1.809922241,0,0
907,Test,4.83229392,0,0
908,Control,2.471763005,0,0
909,Control,2.307726465,0,0
910,Test,1.595552201,0,0
911,Control,2.222416862,0,0
912,Control,4.506603047,0,0
